"Instructions:","m0","Initial pH","Salinity","TempLab","conc_HCl","Digits of HCl","P1HCl","P2HCl Additions","P2mV","P2Temp","corr_vHCl","TA","E0"
"Use the ""Alkalinity Analysis Log"" and the data obtained during a TALK titration by hand to fill in the GREEN boxes. Sample Mass = m0; Sample salinity = Salinity; Lab Temp = TempLab; [HCl] = conc_HCl; EP vHCL R2 = EPvHCl; Titration EQP [2] V (mL) = EQPvHCl; Titration EQP [2] Meas. Value (mV) = EQPmV; Titration EQP [2] Temp. (*C) = EQPmV; DO NOT TOUCH RED BOXES",66.032,-66.9,8.83,68,0.099977,1062,1.3275,0,202.3,24,1.3275,1655.73931735085,0.404457018614205
NA,NA,NA,NA,NA,NA,NA,NA,0.05,206.8,24,1.3775,1655.73931735085,0.404457018614205
NA,NA,NA,NA,NA,NA,NA,NA,0.1,210.6,23.9,1.4275,1655.73931735085,0.404457018614205
NA,NA,NA,NA,NA,NA,NA,NA,0.15,214,23.9,1.4775,1655.73931735085,0.404457018614205
NA,NA,NA,NA,NA,NA,NA,NA,0.2,217,23.9,1.5275,1655.73931735085,0.404457018614205
NA,NA,NA,NA,NA,NA,NA,NA,0.25,219.6,23.8,1.5775,1655.73931735085,0.404457018614205
NA,NA,NA,NA,NA,NA,NA,NA,0.3,222.1,23.8,1.6275,1655.73931735085,0.404457018614205
NA,NA,NA,NA,NA,NA,NA,NA,0.35,224.3,23.7,1.6775,1655.73931735085,0.404457018614205
NA,NA,NA,NA,NA,NA,NA,NA,0.4,226.3,23.7,1.7275,1655.73931735085,0.404457018614205
NA,NA,NA,NA,NA,NA,NA,NA,0.45,228.2,23.7,1.7775,1655.73931735085,0.404457018614205
NA,NA,NA,NA,NA,NA,NA,NA,0.5,229.9,23.6,1.8275,1655.73931735085,0.404457018614205
NA,NA,NA,NA,NA,NA,NA,NA,0.55,231.5,23.6,1.8775,1655.73931735085,0.404457018614205
NA,NA,NA,NA,NA,NA,NA,NA,0.6,233.1,23.5,1.9275,1655.73931735085,0.404457018614205
NA,NA,NA,NA,NA,NA,NA,NA,0.65,234.5,23.5,1.9775,1655.73931735085,0.404457018614205
